phase,track,target,lookback,asset,split,exclusion_category,count,note
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,validation,asset_segment_below_lookback,2165,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,validation,asset_segment_below_lookback,2165,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,validation,asset_segment_below_lookback,2165,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,validation,asset_segment_below_lookback,2165,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,validation,asset_segment_below_lookback,2165,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,validation,asset_segment_below_lookback,2165,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,validation,asset_segment_below_lookback,2129,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,validation,asset_segment_below_lookback,2129,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,validation,asset_segment_below_lookback,2129,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,all,future_target_horizon_tail,80,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,all,future_target_horizon_tail,480,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,all,future_target_horizon_tail,480,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,all,future_target_horizon_tail,480,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,all,future_target_horizon_tail,480,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,all,future_target_horizon_tail,480,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,all,future_target_horizon_tail,480,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,all,future_target_horizon_tail,480,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,all,future_target_horizon_tail,480,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,all,future_target_horizon_tail,480,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
